age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augmentation_salaire_precedente_pct,heures_supplementaires,a_quitte_l_entreprise,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,a_suivi_formation,annee_experience_avant_entreprise,mobilite_interne,evolution_note,utilisation_pee
28,F,2515,Marié(e),Consulting,Consultant,1,1,1,3,4,4,2,3,11,1,1,12,1,Infra & Cloud,Occasionnel,0,0,1,0,0,0,0
26,M,4420,Marié(e),Consulting,Consultant,1,8,7,1,4,2,3,4,22,0,0,3,4,Transformation Digitale,Occasionnel,0,7,1,0,1,0,1
30,M,6578,Marié(e),Commercial,Cadre Commercial,1,10,3,3,3,1,3,3,18,0,0,10,3,Marketing,Occasionnel,1,4,1,0,1,1,1
40,F,4422,Marié(e),Consulting,Assistant de Direction,3,1,1,3,4,4,1,3,13,1,0,26,2,Transformation Digitale,Frequent,0,0,1,15,0,1,1
35,M,10274,Divorcé(e),Consulting,Tech Lead,2,7,7,3,2,2,4,3,18,0,0,2,3,Infra & Cloud,Occasionnel,6,4,1,8,0,1,1
34,M,5343,Célibataire,Consulting,Manager,0,13,9,4,1,3,3,4,20,0,0,1,3,Transformation Digitale,Frequent,4,9,1,1,1,2,0
35,M,2376,Marié(e),Consulting,Consultant,1,2,2,4,4,2,4,3,13,0,0,4,4,Autre,Frequent,2,2,1,0,0,1,1
43,F,5346,Célibataire,Commercial,Cadre Commercial,8,4,3,1,3,2,2,3,13,0,1,9,3,Marketing,Occasionnel,1,3,1,3,1,2,0
32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,0,3,1,3,3,3,12,0,0,2,1,Infra & Cloud,Aucun,0,0,1,0,1,0,1
56,F,19943,Divorcé(e),Consulting,Senior Manager,4,5,2,4,1,4,3,3,13,0,0,4,4,Entrepreunariat,Occasionnel,4,2,1,23,1,0,1
29,F,3131,Marié(e),Consulting,Consultant,1,10,8,2,4,1,3,3,13,0,0,6,1,Transformation Digitale,Occasionnel,0,8,1,0,1,0,1
19,M,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,3,1,3,3,4,25,0,0,9,2,Infra & Cloud,Occasionnel,0,0,1,0,0,1,0
45,F,4477,Marié(e),Consulting,Assistant de Direction,4,3,2,1,3,3,2,3,19,1,0,7,3,Transformation Digitale,Occasionnel,0,2,1,4,1,0,1
37,F,6474,Marié(e),Consulting,Tech Lead,1,14,8,4,4,2,2,3,13,0,0,1,3,Infra & Cloud,Occasionnel,3,11,1,0,1,1,1
20,M,3033,Célibataire,Consulting,Consultant,1,2,2,1,3,1,2,3,12,0,0,3,3,Infra & Cloud,Occasionnel,1,2,1,0,0,1,0
44,M,2936,Célibataire,Consulting,Assistant de Direction,1,6,4,3,3,3,3,3,11,1,1,10,4,Infra & Cloud,Occasionnel,0,2,1,0,1,0,0
53,F,18606,Divorcé(e),Consulting,Senior Manager,3,7,7,4,3,2,3,3,18,0,0,7,2,Transformation Digitale,Occasionnel,4,7,1,19,0,0,1
29,F,2168,Marié(e),Consulting,Assistant de Direction,0,5,4,2,4,1,2,3,18,1,0,15,1,Infra & Cloud,Occasionnel,1,3,1,1,1,2,1
22,M,2853,Marié(e),Consulting,Assistant de Direction,0,0,0,3,4,2,3,3,11,1,1,3,4,Infra & Cloud,Frequent,0,0,1,1,0,1,1
46,F,17048,Marié(e),Commercial,Senior Manager,8,26,15,3,1,1,3,4,23,0,0,2,3,Marketing,Occasionnel,15,9,1,2,1,1,0
44,M,2290,Célibataire,Consulting,Assistant de Direction,2,0,0,4,3,4,3,3,13,0,0,17,3,Infra & Cloud,Aucun,0,0,1,6,0,2,0
33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,4,2,3,4,3,3,13,0,0,2,3,Ressources Humaines,Occasionnel,1,4,1,0,1,0,1
41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,1,0,1,1,1,1,3,17,0,1,5,2,Infra & Cloud,Aucun,0,0,1,4,1,1,1
30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,4,3,3,1,3,3,3,19,0,0,29,4,Infra & Cloud,Occasionnel,0,3,1,4,1,0,1
40,M,4327,Marié(e),Commercial,Cadre Commercial,5,0,0,2,2,4,3,3,12,0,0,2,4,Transformation Digitale,Frequent,0,0,1,5,0,0,1
50,F,17856,Marié(e),Consulting,Senior Manager,2,2,2,4,1,3,3,4,22,0,0,2,3,Transformation Digitale,Frequent,2,2,1,30,0,1,1
28,M,3196,Marié(e),Consulting,Consultant,1,6,5,4,1,3,3,3,12,0,0,19,4,Transformation Digitale,Occasionnel,3,3,1,0,1,1,1
46,M,19081,Marié(e),Consulting,Directeur Technique,5,4,2,4,2,1,3,3,11,0,0,15,2,Infra & Cloud,Occasionnel,0,3,1,21,1,0,1
35,M,8966,Marié(e),Commercial,Cadre Commercial,3,7,7,3,1,4,3,3,15,1,0,17,4,Infra & Cloud,Occasionnel,1,7,1,8,0,0,1
24,F,2210,Marié(e),Consulting,Consultant,1,1,0,4,2,1,1,3,13,0,1,17,2,Infra & Cloud,Occasionnel,0,0,1,0,1,0,1
33,F,4539,Marié(e),Commercial,Cadre Commercial,1,10,7,2,3,1,2,3,12,0,0,25,3,Transformation Digitale,Frequent,0,1,1,0,1,0,1
36,M,2741,Divorcé(e),Consulting,Consultant,1,7,7,3,3,3,3,3,14,0,0,6,4,Infra & Cloud,Occasionnel,1,7,1,0,0,2,1
30,M,3491,Divorcé(e),Consulting,Consultant,1,10,7,3,3,1,2,3,13,0,0,7,4,Infra & Cloud,Occasionnel,8,9,1,0,1,0,1
44,M,4541,Célibataire,Consulting,Assistant de Direction,1,20,11,4,4,2,3,4,25,0,0,29,4,Autre,Occasionnel,13,17,1,0,1,1,0
20,M,2678,Célibataire,Commercial,Représentant Commercial,1,2,1,3,4,4,3,3,17,0,0,21,3,Marketing,Occasionnel,2,2,1,0,1,-1,0
46,M,7379,Divorcé(e),Consulting,Tech Lead,2,6,3,4,4,3,2,3,11,0,0,2,4,Entrepreunariat,Occasionnel,1,4,1,6,1,0,1
42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,4,3,4,1,1,4,3,16,0,0,2,5,Transformation Digitale,Aucun,0,3,1,6,1,-1,1
60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,11,7,2,4,2,3,3,18,1,0,7,4,Marketing,Occasionnel,1,9,1,1,1,-1,1
32,F,2743,Marié(e),Consulting,Consultant,1,2,2,3,2,3,3,4,20,0,0,13,3,Autre,Frequent,2,2,1,0,0,2,1
32,F,4998,Célibataire,Consulting,Assistant de Direction,4,8,7,4,3,4,3,3,14,1,0,2,2,Infra & Cloud,Frequent,0,7,1,2,1,0,0
36,F,10252,Divorcé(e),Consulting,Tech Lead,2,7,7,3,1,3,3,4,21,1,0,1,3,Entrepreunariat,Occasionnel,7,7,1,10,0,3,1
33,M,2781,Marié(e),Consulting,Assistant de Direction,0,14,10,1,4,2,3,3,13,0,0,9,3,Transformation Digitale,Occasionnel,4,10,1,1,1,0,1
40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,5,1,2,2,2,4,3,12,0,0,10,3,Entrepreunariat,Occasionnel,1,3,1,2,1,1,1
25,M,4950,Célibataire,Commercial,Cadre Commercial,0,4,3,3,4,2,3,3,14,0,0,10,4,Infra & Cloud,Occasionnel,1,1,1,1,1,0,0
30,M,3579,Marié(e),Consulting,Assistant de Direction,0,11,9,4,2,1,3,4,21,1,0,1,3,Transformation Digitale,Occasionnel,5,7,1,1,1,1,1
42,F,13191,Marié(e),Consulting,Directeur Technique,3,1,0,1,1,3,3,3,17,1,0,26,5,Transformation Digitale,Frequent,0,0,1,19,1,0,0
35,F,10377,Marié(e),Commercial,Cadre Commercial,4,13,2,3,4,2,2,3,11,1,0,8,2,Marketing,Aucun,4,12,1,3,1,1,1
27,M,2235,Marié(e),Consulting,Assistant de Direction,1,9,7,1,1,4,2,3,14,1,0,14,3,Infra & Cloud,Occasionnel,6,8,1,0,1,0,1
54,F,10502,Divorcé(e),Consulting,Tech Lead,7,5,4,4,3,1,1,3,17,0,0,1,4,Infra & Cloud,Frequent,1,4,1,28,1,0,1
44,F,2011,Marié(e),Consulting,Assistant de Direction,1,10,5,1,4,4,3,3,13,0,0,2,1,Infra & Cloud,Occasionnel,7,7,1,0,1,-1,1
19,F,1859,Célibataire,Consulting,Assistant de Direction,1,1,1,1,2,2,4,4,25,1,1,10,3,Transformation Digitale,Aucun,0,0,1,0,0,2,0
29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,3,2,1,4,1,3,3,15,0,0,1,3,Infra & Cloud,Occasionnel,1,2,1,0,1,0,1
54,M,17779,Marié(e),Consulting,Directeur Technique,3,10,9,4,4,1,3,3,14,0,0,3,3,Infra & Cloud,Occasionnel,0,9,1,26,1,0,0
31,M,6833,Marié(e),Consulting,Manager,1,6,5,3,1,4,2,3,12,1,0,11,2,Transformation Digitale,Occasionnel,0,1,1,0,1,0,0
31,F,6812,Célibataire,Consulting,Manager,1,10,9,3,1,2,3,3,19,0,0,24,3,Transformation Digitale,Occasionnel,1,8,1,0,1,1,0
59,F,5171,Célibataire,Commercial,Cadre Commercial,5,6,1,3,4,4,3,3,17,0,0,3,3,Infra & Cloud,Occasionnel,0,5,1,7,1,1,0
43,M,19740,Marié(e),Consulting,Directeur Technique,3,8,7,3,4,2,3,3,14,0,0,3,3,Infra & Cloud,Occasionnel,0,7,1,17,1,2,1
49,M,18711,Marié(e),Consulting,Senior Manager,2,1,0,1,3,3,4,3,13,0,0,4,2,Transformation Digitale,Occasionnel,0,0,1,22,1,1,1
36,M,3692,Marié(e),Consulting,Assistant de Direction,1,11,10,3,2,3,2,3,12,0,0,3,3,Entrepreunariat,Frequent,0,7,1,1,1,0,0
48,M,2559,Célibataire,Consulting,Consultant,5,1,0,4,2,3,2,3,11,0,0,2,2,Entrepreunariat,Occasionnel,0,0,1,6,1,-1,0
27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,5,3,1,3,2,3,3,11,0,0,4,2,Infra & Cloud,Occasionnel,0,3,1,0,1,0,1
29,M,6623,Divorcé(e),Consulting,Manager,1,6,0,3,4,2,3,3,11,1,0,7,3,Infra & Cloud,Occasionnel,1,0,1,0,1,0,1
48,M,18265,Célibataire,Consulting,Directeur Technique,6,1,0,4,4,3,4,3,12,0,0,1,3,Infra & Cloud,Occasionnel,0,0,1,24,1,1,0
29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,7,7,4,4,2,2,3,14,0,0,1,3,Infra & Cloud,Occasionnel,1,7,1,2,0,1,1
34,F,2585,Marié(e),Consulting,Assistant de Direction,0,1,0,3,3,4,2,3,17,0,0,20,3,Entrepreunariat,Occasionnel,0,0,1,1,1,-1,0
44,M,18213,Marié(e),Commercial,Senior Manager,7,22,9,2,2,3,3,3,11,0,0,5,3,Marketing,Occasionnel,3,10,1,4,1,0,1
33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,9,8,4,3,4,3,3,14,1,0,10,5,Marketing,Occasionnel,0,8,1,1,1,-1,1
19,F,2994,Célibataire,Consulting,Assistant de Direction,1,1,0,2,4,4,3,3,12,1,0,25,3,Infra & Cloud,Occasionnel,0,1,1,0,1,-1,0
23,M,1223,Marié(e),Consulting,Assistant de Direction,1,1,0,4,3,4,3,4,22,0,0,1,2,Infra & Cloud,Occasionnel,0,1,1,0,1,1,1
25,M,1118,Célibataire,Commercial,Représentant Commercial,1,1,0,3,4,4,3,3,14,1,1,24,1,Infra & Cloud,Frequent,1,0,1,0,1,2,0
26,M,2875,Célibataire,Consulting,Assistant de Direction,1,8,5,3,4,2,2,4,20,1,0,4,2,Infra & Cloud,Occasionnel,2,2,1,0,1,1,0
45,F,18824,Célibataire,Commercial,Senior Manager,2,24,10,1,2,1,3,3,16,1,1,2,3,Marketing,Occasionnel,1,11,1,2,1,2,0
55,M,13577,Divorcé(e),Consulting,Manager,1,33,9,4,2,4,3,3,15,1,0,8,1,Transformation Digitale,Aucun,15,0,1,1,1,1,1
21,F,2625,Célibataire,Consulting,Consultant,1,2,2,1,3,3,1,4,20,0,1,10,2,Infra & Cloud,Frequent,2,2,1,0,0,2,0
46,F,18789,Marié(e),Commercial,Senior Manager,2,11,4,4,2,3,3,3,14,0,0,4,2,Marketing,Occasionnel,0,8,1,15,1,1,1
34,F,4538,Célibataire,Commercial,Cadre Commercial,0,3,2,3,1,4,3,3,12,1,0,2,3,Marketing,Occasionnel,0,2,1,1,1,0,0
51,M,19847,Divorcé(e),Commercial,Senior Manager,4,29,10,4,2,1,2,4,24,1,0,9,3,Infra & Cloud,Frequent,11,10,1,2,1,1,1
59,M,10512,Célibataire,Consulting,Tech Lead,6,9,7,4,4,4,2,3,12,0,0,18,4,Transformation Digitale,Occasionnel,5,4,1,16,1,0,0
34,F,4444,Divorcé(e),Consulting,Consultant,4,11,8,3,2,3,4,3,13,0,0,19,3,Transformation Digitale,Frequent,5,10,1,4,1,0,1
28,M,2154,Célibataire,Consulting,Consultant,0,4,2,4,3,3,2,3,11,1,0,1,4,Transformation Digitale,Frequent,0,2,1,1,1,0,0
44,M,19190,Divorcé(e),Consulting,Senior Manager,1,25,9,3,1,4,2,3,14,0,0,4,2,Infra & Cloud,Occasionnel,14,13,1,1,1,-1,1
34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,10,9,3,2,4,4,3,11,0,0,11,3,Infra & Cloud,Frequent,1,8,1,4,1,1,1
35,M,3506,Marié(e),Consulting,Assistant de Direction,0,3,2,3,3,4,3,3,14,1,0,6,1,Infra & Cloud,Occasionnel,2,2,1,1,1,0,0
42,F,2372,Marié(e),Consulting,Assistant de Direction,6,1,0,2,2,4,3,3,16,1,0,7,4,Transformation Digitale,Occasionnel,0,0,1,17,1,-1,0
43,F,10231,Célibataire,Commercial,Cadre Commercial,3,21,7,4,4,4,4,3,14,0,0,4,4,Marketing,Occasionnel,15,17,1,2,1,1,0
36,F,5410,Célibataire,Consulting,Tech Lead,9,16,14,3,2,4,3,3,11,1,0,2,4,Infra & Cloud,Occasionnel,5,12,1,2,1,0,0
44,F,7978,Marié(e),Consulting,Manager,1,10,7,1,4,4,3,3,11,0,1,15,3,Transformation Digitale,Occasionnel,0,5,1,0,1,0,1
28,M,3867,Marié(e),Consulting,Consultant,1,2,2,4,4,2,3,3,12,1,0,2,3,Infra & Cloud,Frequent,2,2,1,0,0,1,1
51,F,2838,Célibataire,Consulting,Consultant,0,7,0,2,3,2,2,3,14,0,0,6,2,Transformation Digitale,Frequent,7,7,1,1,1,1,0
30,F,4695,Célibataire,Consulting,Tech Lead,7,8,4,3,3,3,3,3,18,1,0,9,2,Transformation Digitale,Aucun,1,7,1,2,1,0,0
29,F,3339,Divorcé(e),Consulting,Consultant,3,7,7,2,3,1,3,3,13,1,1,7,3,Entrepreunariat,Occasionnel,7,7,1,3,0,0,1
28,M,2080,Célibataire,Consulting,Assistant de Direction,2,3,2,4,1,2,2,3,11,0,0,1,3,Entrepreunariat,Occasionnel,1,2,1,2,1,0,0
25,F,2096,Célibataire,Consulting,Assistant de Direction,1,2,2,4,2,4,2,3,18,0,0,1,3,Transformation Digitale,Occasionnel,2,1,1,0,0,0,0
32,M,6209,Marié(e),Commercial,Cadre Commercial,1,10,7,3,4,3,4,3,15,0,0,8,3,Transformation Digitale,Occasionnel,0,8,1,0,1,-1,1
45,F,18061,Célibataire,Consulting,Senior Manager,3,0,0,2,2,3,3,4,22,0,0,25,3,Transformation Digitale,Frequent,0,0,1,22,0,1,0
39,F,17123,Divorcé(e),Consulting,Senior Manager,6,19,9,3,2,4,3,3,13,1,0,13,4,Transformation Digitale,Occasionnel,15,2,1,2,1,1,1
58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,2,2,1,3,4,3,3,12,0,0,23,4,Infra & Cloud,Occasionnel,2,2,1,0,0,0,1
32,M,4883,Marié(e),Consulting,Consultant,1,10,4,4,3,1,3,3,18,0,1,7,2,Infra & Cloud,Occasionnel,1,1,1,0,1,0,1
39,M,3904,Célibataire,Consulting,Assistant de Direction,0,5,2,3,1,1,3,3,13,0,1,23,3,Transformation Digitale,Occasionnel,0,3,1,1,1,0,0
30,F,4627,Marié(e),Consulting,Consultant,0,9,2,1,4,1,3,3,12,0,0,6,3,Entrepreunariat,Occasionnel,6,7,1,1,1,1,1
36,F,7094,Marié(e),Consulting,Manager,3,7,7,4,3,1,3,3,12,0,0,10,4,Entrepreunariat,Occasionnel,1,7,0,3,0,0,0
46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,7,6,4,1,3,4,3,12,0,0,1,2,Infra & Cloud,Occasionnel,5,7,1,3,1,0,0
28,F,6674,Marié(e),Consulting,Consultant,0,9,8,3,4,1,3,3,11,0,0,1,3,Infra & Cloud,Aucun,7,5,1,1,1,2,1
50,F,16880,Marié(e),Consulting,Directeur Technique,4,3,2,4,1,2,3,3,11,1,0,28,3,Infra & Cloud,Occasionnel,1,2,1,22,1,0,0
40,M,9094,Célibataire,Commercial,Cadre Commercial,2,5,4,4,2,3,3,3,12,1,1,25,4,Marketing,Occasionnel,1,0,1,4,1,1,0
52,M,8446,Célibataire,Commercial,Cadre Commercial,9,8,7,2,2,3,2,3,19,1,1,5,3,Infra & Cloud,Occasionnel,7,7,1,2,1,0,0
30,F,11916,Marié(e),Consulting,Senior Manager,1,9,1,2,1,4,3,4,23,1,0,17,4,Transformation Digitale,Occasionnel,0,8,1,0,1,1,1
39,M,4534,Célibataire,Consulting,Tech Lead,0,8,7,1,3,1,3,3,11,0,0,18,2,Infra & Cloud,Occasionnel,1,7,1,1,1,0,0
31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,10,8,4,3,1,2,3,19,1,0,2,4,Infra & Cloud,Aucun,9,6,1,0,1,0,1
41,M,6151,Célibataire,Commercial,Cadre Commercial,1,19,2,3,2,1,3,3,13,0,0,10,2,Transformation Digitale,Aucun,11,9,1,0,1,2,0
31,F,2302,Célibataire,Commercial,Représentant Commercial,1,3,2,4,2,1,4,3,11,1,1,1,3,Infra & Cloud,Frequent,2,2,1,0,1,0,0
44,M,2362,Marié(e),Consulting,Consultant,4,3,2,1,1,3,4,3,12,0,1,3,3,Infra & Cloud,Occasionnel,1,2,1,7,1,0,0
42,M,17861,Marié(e),Consulting,Senior Manager,0,20,8,3,3,4,2,3,13,1,0,2,1,Infra & Cloud,Aucun,2,10,1,1,1,0,0
55,F,19187,Marié(e),Consulting,Senior Manager,4,19,9,4,3,4,3,3,14,0,0,2,2,Transformation Digitale,Occasionnel,9,11,1,4,1,2,1
56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,7,3,4,2,1,3,3,14,0,0,8,4,Infra & Cloud,Occasionnel,7,7,1,29,1,0,0
40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,4,2,3,3,2,3,3,16,0,0,16,2,Infra & Cloud,Aucun,0,0,0,2,1,0,1
34,M,8500,Divorcé(e),Consulting,Manager,0,9,7,4,4,4,2,3,11,0,0,9,3,Infra & Cloud,Occasionnel,1,6,0,1,1,0,1
40,M,4661,Célibataire,Consulting,Assistant de Direction,1,9,8,3,4,3,3,3,13,0,0,2,3,Infra & Cloud,Occasionnel,8,8,1,0,1,0,0
41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,9,3,3,1,4,3,3,17,0,0,1,3,Marketing,Frequent,1,7,1,1,1,0,1
35,M,4249,Célibataire,Consulting,Assistant de Direction,1,9,6,3,3,2,3,3,11,1,0,4,4,Infra & Cloud,Frequent,1,1,1,0,1,0,0
51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,33,9,3,2,2,3,3,11,1,0,5,3,Infra & Cloud,Occasionnel,0,10,1,0,1,0,1
38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,7,7,2,1,4,3,3,15,0,0,2,2,Infra & Cloud,Occasionnel,1,7,1,4,0,0,1
34,F,6125,Célibataire,Commercial,Cadre Commercial,1,10,8,3,1,4,4,3,12,0,0,15,2,Transformation Digitale,Occasionnel,9,6,1,0,1,0,0
25,M,3669,Marié(e),Consulting,Consultant,3,3,2,4,4,3,2,3,11,0,0,19,1,Transformation Digitale,Occasionnel,1,2,1,4,1,0,1
58,F,10008,Marié(e),Consulting,Tech Lead,7,10,9,3,1,4,2,3,14,1,1,7,4,Transformation Digitale,Occasionnel,5,9,0,21,1,1,0
40,M,2387,Marié(e),Consulting,Consultant,3,4,2,2,2,3,3,4,22,0,0,1,4,Infra & Cloud,Occasionnel,0,3,1,3,1,1,1
36,F,4639,Marié(e),Commercial,Cadre Commercial,2,15,7,1,1,4,2,3,16,0,0,7,3,Marketing,Frequent,6,13,1,2,1,-1,1
48,M,7898,Célibataire,Consulting,Tech Lead,1,10,9,4,4,3,3,3,11,0,0,4,3,Infra & Cloud,Occasionnel,0,8,1,1,1,0,0
27,F,2534,Marié(e),Commercial,Représentant Commercial,8,1,0,3,4,2,3,3,14,0,0,11,3,Transformation Digitale,Occasionnel,0,0,1,4,1,-1,1
51,F,13142,Célibataire,Consulting,Tech Lead,3,5,2,4,2,2,2,3,16,0,0,11,2,Entrepreunariat,Occasionnel,0,3,1,24,1,1,0
18,F,1611,Célibataire,Consulting,Consultant,1,0,0,4,4,3,4,3,15,0,0,1,3,Infra & Cloud,Aucun,0,0,1,0,0,0,0
35,F,5363,Marié(e),Consulting,Consultant,0,9,7,4,4,2,3,3,12,0,0,1,3,Transformation Digitale,Occasionnel,0,0,0,1,1,1,1
27,M,5071,Célibataire,Commercial,Cadre Commercial,3,6,2,4,4,2,3,4,20,0,0,2,1,Infra & Cloud,Frequent,0,0,1,2,1,3,0
55,M,13695,Célibataire,Commercial,Cadre Commercial,6,19,7,1,3,3,2,3,17,1,1,13,4,Marketing,Occasionnel,3,8,1,5,1,-1,0
56,M,13402,Marié(e),Consulting,Tech Lead,4,19,16,4,2,1,3,3,12,1,0,23,3,Infra & Cloud,Occasionnel,15,9,0,14,1,0,1
34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,4,1,3,3,3,4,20,0,0,26,1,Entrepreunariat,Aucun,0,0,1,0,1,2,1
40,F,6377,Divorcé(e),Consulting,Manager,5,12,11,2,3,2,3,4,20,0,0,2,1,Transformation Digitale,Occasionnel,11,8,0,3,1,0,1
34,M,5429,Marié(e),Consulting,Consultant,4,8,7,2,3,1,3,3,13,0,0,29,3,Transformation Digitale,Occasionnel,7,7,1,2,1,0,1
31,F,2785,Célibataire,Commercial,Représentant Commercial,7,1,0,3,4,3,4,3,14,0,1,2,3,Infra & Cloud,Frequent,0,0,1,2,1,1,0
35,F,4614,Marié(e),Commercial,Cadre Commercial,0,4,2,4,3,3,2,3,18,1,1,18,4,Marketing,Frequent,3,2,0,1,1,0,1
38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,2,4,3,4,3,3,11,0,0,7,3,Infra & Cloud,Frequent,0,3,1,0,1,-1,1
34,F,6687,Célibataire,Consulting,Manager,1,14,11,3,4,4,4,3,11,0,0,2,4,Entrepreunariat,Occasionnel,4,11,1,0,1,0,0
28,M,4724,Marié(e),Commercial,Cadre Commercial,1,5,3,3,1,3,3,3,11,0,0,26,3,Infra & Cloud,Occasionnel,0,4,0,0,1,1,1
31,M,6179,Marié(e),Consulting,Tech Lead,1,10,2,4,3,4,2,3,15,1,1,22,4,Transformation Digitale,Occasionnel,6,7,1,0,1,0,1
39,M,6120,Marié(e),Commercial,Cadre Commercial,3,5,4,1,4,4,4,3,12,1,0,21,4,Infra & Cloud,Occasionnel,1,4,1,3,1,1,1
51,M,10596,Marié(e),Commercial,Cadre Commercial,2,4,2,2,2,2,3,3,11,0,0,2,3,Marketing,Frequent,3,2,1,10,1,0,0
41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,6,2,4,4,1,2,3,14,1,0,22,3,Infra & Cloud,Frequent,3,3,1,6,1,0,1
37,M,2996,Marié(e),Consulting,Assistant de Direction,7,6,4,3,3,4,3,3,15,1,0,4,1,Infra & Cloud,Occasionnel,1,3,1,2,1,0,0
33,M,9998,Marié(e),Commercial,Cadre Commercial,6,5,4,2,4,1,4,3,13,0,0,5,1,Infra & Cloud,Frequent,1,2,1,3,1,0,0
32,M,4078,Marié(e),Commercial,Cadre Commercial,0,3,2,3,2,1,2,3,13,1,0,2,1,Marketing,Occasionnel,1,2,1,1,1,0,1
39,M,10920,Marié(e),Consulting,Manager,3,6,4,3,3,2,3,4,21,0,0,25,2,Infra & Cloud,Aucun,0,5,1,7,1,1,1
25,M,6232,Marié(e),Commercial,Cadre Commercial,2,3,2,1,3,2,2,3,11,0,0,18,1,Infra & Cloud,Occasionnel,1,2,1,3,1,-1,0
52,F,13247,Marié(e),Consulting,Tech Lead,2,5,3,4,3,2,2,3,11,1,0,28,2,Transformation Digitale,Frequent,0,2,1,19,1,-1,1
43,F,4081,Célibataire,Consulting,Assistant de Direction,1,20,7,1,3,1,1,3,14,1,0,6,3,Transformation Digitale,Occasionnel,1,8,1,0,1,1,0
27,F,5769,Marié(e),Commercial,Cadre Commercial,1,6,2,4,4,4,3,3,11,1,0,10,3,Marketing,Occasionnel,4,4,1,0,1,1,0
27,F,2394,Célibataire,Consulting,Assistant de Direction,1,8,2,4,3,4,3,3,13,1,1,17,4,Infra & Cloud,Occasionnel,7,7,1,0,1,0,0
26,M,3904,Célibataire,Consulting,Assistant de Direction,0,4,3,1,4,4,3,3,12,0,0,2,1,Transformation Digitale,Occasionnel,1,1,1,1,1,1,0
42,F,16799,Marié(e),Ressources Humaines,Senior Manager,0,20,7,3,1,3,3,3,14,0,0,10,3,Ressources Humaines,Occasionnel,0,9,1,1,1,0,1
52,F,2950,Marié(e),Consulting,Consultant,9,5,4,3,1,3,1,3,13,0,0,8,4,Autre,Occasionnel,0,4,1,7,1,0,0
37,F,3629,Célibataire,Consulting,Consultant,4,3,2,1,3,1,3,3,18,0,0,11,3,Transformation Digitale,Occasionnel,0,2,1,5,1,0,0
35,M,9362,Célibataire,Consulting,Tech Lead,2,2,2,3,4,3,3,3,11,0,0,18,2,Infra & Cloud,Frequent,2,2,1,8,0,0,0
25,M,3229,Marié(e),Consulting,Consultant,4,3,2,1,4,2,2,3,11,0,0,1,3,Entrepreunariat,Occasionnel,0,2,1,4,1,0,1
26,M,3578,Célibataire,Consulting,Consultant,0,7,7,3,1,4,3,3,12,0,0,7,3,Autre,Occasionnel,0,7,1,1,0,-1,0
29,M,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,9,2,1,1,2,3,13,0,0,17,3,Autre,Occasionnel,0,9,1,0,1,1,0
49,M,4284,Célibataire,Consulting,Consultant,3,4,3,1,1,1,3,4,20,0,1,28,2,Infra & Cloud,Frequent,1,3,1,16,1,2,0
29,F,7553,Célibataire,Consulting,Manager,0,8,7,3,4,1,3,3,12,1,1,14,1,Autre,Frequent,7,7,1,1,1,0,0
54,F,17328,Célibataire,Consulting,Directeur Technique,6,20,7,4,4,4,2,3,19,0,0,1,3,Transformation Digitale,Occasionnel,12,7,1,9,1,0,0
58,F,19701,Marié(e),Consulting,Directeur Technique,3,9,8,4,1,3,3,4,21,1,0,1,3,Transformation Digitale,Occasionnel,1,5,1,23,1,1,1
55,M,14732,Divorcé(e),Consulting,Directeur Technique,2,7,7,2,4,4,4,3,13,0,0,1,4,Transformation Digitale,Occasionnel,0,0,1,24,0,-1,1
